Source File	Size	loadResources	load-configure	scan	loadDepInfo	loadInfo	load	generateSnapshots	checkR4R4B	generateNarratives	validate	loadLists	checkConformanceResources	checkConformanceResources2	checkConformanceResources3	generateLogicalMaps	validateExpressions	scanForUsageStats	checkURLsUnique	processProvenanceDetails	generate1	generate2	generateLogicals	makeDependencies	generateExampleZip	generateValidationPack	scanProfilesForR5	scanExamplesForR5
/fsh-generated/resources/ImplementationGuide-smart.who.int.example-workshop.json	26738	-	0	0	0	0	0	0	8	217	0	0	0	0	0	0	0	0	0	0	197	141	0	0	0	7	0	1
fsh-generated/resources/ActivityDefinition-IMMZD2DTMeaslesCIMR.json	1551	6	0	0	0	1	0	0	1	23	0	0	0	0	0	0	0	1	0	0	33	18	0	0	0	1	0	0
fsh-generated/resources/ActivityDefinition-IMMZD2DTMeaslesEval.json	1350	10	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	25	16	0	0	0	0	0	0
fsh-generated/resources/ActivityDefinition-IMMZD2DTMeaslesMR.json	1562	9	1	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	27	17	0	0	0	0	0	0
fsh-generated/resources/CodeSystem-ICD11.json	6143	7	0	0	1	0	0	0	0	39	0	0	1	0	0	0	0	0	0	0	55	2942	0	0	0	2	0	0
fsh-generated/resources/CodeSystem-IMMZConcepts.json	12858	6	0	0	0	0	0	0	1	21	0	0	0	0	0	0	0	0	0	0	88	208	0	0	0	2	0	0
fsh-generated/resources/CodeSystem-VaccineProducts.json	1203	9	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	24	87	0	0	0	0	0	0
fsh-generated/resources/ConceptMap-IMMZConceptsToAdministrativeGender.json	2569	10	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	30	64	0	1	0	1	0	1
fsh-generated/resources/ConceptMap-IMMZConceptsToICD11.json	6129	10	0	0	0	0	0	0	0	30	0	0	0	0	0	0	0	0	0	0	48	56	0	0	0	1	0	0
fsh-generated/resources/ConceptMap-IMMZConceptsToLOINC.json	6330	7	1	0	0	0	0	0	1	920	0	0	0	0	0	0	0	0	0	0	47	61	0	0	0	1	0	0
fsh-generated/resources/ConceptMap-IMMZConceptsToSNOMED.json	8725	5	0	0	0	0	0	0	0	5854	0	0	0	0	0	0	0	1	0	0	59	67	0	0	0	1	0	0
fsh-generated/resources/Library-IMMZCommon.json	1090	4	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	422	79	0	0	0	14	0	0
fsh-generated/resources/Library-IMMZConcepts.json	1074	4	0	0	0	0	0	0	0	28	0	0	0	0	0	0	0	0	0	0	193	26	0	0	0	5	0	0
fsh-generated/resources/Library-IMMZConfig.json	1064	5	0	0	0	0	0	0	1	4	0	0	0	0	0	0	0	0	0	0	217	25	0	0	0	5	0	0
fsh-generated/resources/Library-IMMZD2DTMeaslesDose0Logic.json	1184	5	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	281	29	0	0	0	12	0	0
fsh-generated/resources/Library-IMMZD2DTMeaslesLTLogic.json	1169	4	0	0	0	0	0	0	1	6	0	0	0	0	0	0	0	0	0	0	373	47	0	0	0	12	0	0
fsh-generated/resources/Library-IMMZD2DTMeaslesLogic.json	1152	4	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	199	40	0	0	0	6	0	0
fsh-generated/resources/Library-IMMZD2DTMeaslesOTLogic.json	1169	4	1	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	374	49	0	0	0	13	0	0
fsh-generated/resources/Library-IMMZD2DTMeaslesSupplementaryLogic.json	1224	4	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	228	40	0	0	0	8	0	0
fsh-generated/resources/Library-IMMZD5DTMeaslesCILogic.json	1169	5	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	107	46	0	0	0	3	0	0
fsh-generated/resources/Library-IMMZElements.json	1094	4	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	1583	106	0	0	0	48	0	0
fsh-generated/resources/Library-IMMZEncounterElements.json	1135	4	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	1535	97	0	0	0	39	0	0
fsh-generated/resources/Library-IMMZIND08Logic.json	1110	4	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	211	29	0	0	0	5	0	0
